,temp,time,operation,L_before,a_before,b_before,L_after,a_after,b_after,delta_L,delta_a,delta_b,color_diff_E
35,300,30,std,2.6236294986205166,0.6806918858429127,1.2014048902503518,3.302750443353453,0.4275773565488862,1.447378985469723,3.5065293086838336,0.6786471135736929,2.0358822760329436,3.446733287867335
36,300,40,mean,72.76791666666666,1.8385416666666667,20.764583333333334,35.84916666666667,4.113541666666666,11.81875,-36.918749999999996,2.275,-8.945833333333333,38.206917837935926
37,300,40,std,1.1244553449092751,0.3876112857815781,2.6745856376891983,2.8190747186805005,0.5656496531792837,1.7146088506240416,2.4819746985526097,0.7440201324203589,3.721177938264569,2.926032608364597
38,300,50,mean,76.40458333333333,2.391875,19.208125,34.38333333333333,3.6627083333333332,10.876458333333332,-42.02125,1.2708333333333333,-8.331666666666667,43.02569590938742
39,300,50,std,3.1615192673798744,0.8579184513395991,2.892090208011603,1.4190307350266778,0.9240906734163242,1.3817957628180237,3.805617698065556,1.6287390153556967,3.1641013872271038,3.4911489053875537
40,325,10,mean,78.249375,2.84984375,18.7046875,37.48125,4.70390625,12.667031249999999,-40.768125,1.8540625,-6.0376562499999995,41.37718820438463
41,325,10,std,4.056942657982576,0.5829304518605536,1.533581728068859,2.697799514830971,0.9114433298084862,1.5672639992842243,2.9550145032276425,0.7194436094252676,2.967154985058438,2.7623870540591455
42,325,20,mean,73.448125,2.3475,22.057187499999998,35.913906250000004,3.94734375,11.70046875,-37.53421875,1.5998437499999998,-10.35671875,39.03250196697574
43,325,20,std,2.057916094206382,0.5999629618197739,1.9024958283749605,2.3915158354214237,0.5060812475943627,1.3912611952087397,2.155101592042429,0.62573256670856,2.361514213372496,2.3557206722222577
44,325,30,mean,75.34218750000001,2.51765625,19.870937500000004,33.37390625,2.53625,9.48046875,-41.968281250000004,0.018593750000000006,-10.39046875,43.37917534269934
45,325,30,std,3.8414413088533683,0.4440425483241693,2.4545563196208144,1.9076343009057222,1.2261275989426585,1.9514353119654553,4.030842818121883,1.3362941734721272,3.226448452719423,3.942699902965581
46,325,40,mean,79.52270833333334,2.485,18.49020833333333,31.510833333333334,0.9006250000000001,7.031874999999999,-48.011875,-1.5843749999999999,-11.458333333333334,49.569527378134374
47,325,40,std,4.795137936286524,0.7129411661441488,3.3780458215801388,0.6060118436218298,0.6041854240179456,0.7187449352272985,4.439006816390063,1.1833128868975746,3.157652867432656,3.4977298125670853
48,325,50,mean,72.94229166666666,1.6431250000000002,19.721041666666668,30.145,1.2095833333333335,7.328541666666666,-42.79729166666667,-0.4335416666666667,-12.3925,44.625851501217106
49,325,50,std,3.663811083803506,0.6599199056816619,2.9878293833080334,1.2091178426633231,0.8614336351695461,1.2506900045929257,4.372611440173663,0.9412903989992818,2.2416298212058,4.291008850839893
